image_id,image_path,bbox_left,bbox_top,bbox_width,bbox_height,score,object_category
0000215_02932_d_0000263,D:\Projects\enemy_detection_project\data\images\0000215_02932_d_0000263.jpg,432.0,334.0,51.0,69.0,1.0,4
0000249_02900_d_0000009,D:\Projects\enemy_detection_project\data\images\0000249_02900_d_0000009.jpg,596.0,270.0,4.0,10.0,1.0,2
0000155_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_00001_d_0000001.jpg,432.0,87.0,6.0,5.0,1.0,2
0000291_02601_d_0000881,D:\Projects\enemy_detection_project\data\images\0000291_02601_d_0000881.jpg,651.0,163.0,13.0,19.0,1.0,2
0000153_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000153_00801_d_0000001.jpg,504.0,262.0,6.0,11.0,1.0,1
0000327_02601_d_0000724,D:\Projects\enemy_detection_project\data\images\0000327_02601_d_0000724.jpg,802.0,464.0,40.0,39.0,1.0,10
0000291_04401_d_0000890,D:\Projects\enemy_detection_project\data\images\0000291_04401_d_0000890.jpg,1200.0,155.0,18.0,33.0,1.0,1
0000271_02401_d_0000385,D:\Projects\enemy_detection_project\data\images\0000271_02401_d_0000385.jpg,923.0,563.0,151.0,69.0,1.0,4
0000360_05685_d_0000742,D:\Projects\enemy_detection_project\data\images\0000360_05685_d_0000742.jpg,167.0,53.0,14.0,27.0,1.0,1
0000330_00201_d_0000801,D:\Projects\enemy_detection_project\data\images\0000330_00201_d_0000801.jpg,674.0,13.0,5.0,4.0,1.0,4
0000277_02001_d_0000549,D:\Projects\enemy_detection_project\data\images\0000277_02001_d_0000549.jpg,45.0,17.0,36.0,20.0,1.0,4
0000244_04400_d_0000010,D:\Projects\enemy_detection_project\data\images\0000244_04400_d_0000010.jpg,463.0,299.0,12.0,23.0,1.0,1
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,934.0,618.0,18.0,33.0,1.0,2
0000330_01601_d_0000808,D:\Projects\enemy_detection_project\data\images\0000330_01601_d_0000808.jpg,1045.0,421.0,11.0,35.0,1.0,1
0000194_00000_d_0000119,D:\Projects\enemy_detection_project\data\images\0000194_00000_d_0000119.jpg,583.0,121.0,14.0,15.0,1.0,4
0000289_00001_d_0000811,D:\Projects\enemy_detection_project\data\images\0000289_00001_d_0000811.jpg,419.0,526.0,76.0,142.0,1.0,4
0000330_02801_d_0000814,D:\Projects\enemy_detection_project\data\images\0000330_02801_d_0000814.jpg,52.0,77.0,31.0,25.0,1.0,10
0000193_02212_d_0000115,D:\Projects\enemy_detection_project\data\images\0000193_02212_d_0000115.jpg,471.0,92.0,23.0,14.0,1.0,6
0000271_06201_d_0000403,D:\Projects\enemy_detection_project\data\images\0000271_06201_d_0000403.jpg,223.0,574.0,49.0,36.0,1.0,10
0000244_01500_d_0000004,D:\Projects\enemy_detection_project\data\images\0000244_01500_d_0000004.jpg,591.0,335.0,6.0,13.0,1.0,1
0000280_02201_d_0000623,D:\Projects\enemy_detection_project\data\images\0000280_02201_d_0000623.jpg,572.0,215.0,19.0,19.0,1.0,4
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,1080.0,612.0,21.0,57.0,1.0,1
0000215_00000_d_0000256,D:\Projects\enemy_detection_project\data\images\0000215_00000_d_0000256.jpg,264.0,117.0,7.0,18.0,1.0,1
0000289_05001_d_0000836,D:\Projects\enemy_detection_project\data\images\0000289_05001_d_0000836.jpg,540.0,200.0,16.0,34.0,1.0,2
0000277_01601_d_0000547,D:\Projects\enemy_detection_project\data\images\0000277_01601_d_0000547.jpg,891.0,97.0,41.0,18.0,1.0,4
0000313_06401_d_0000468,D:\Projects\enemy_detection_project\data\images\0000313_06401_d_0000468.jpg,589.0,466.0,5.0,14.0,1.0,1
0000364_00589_d_0000798,D:\Projects\enemy_detection_project\data\images\0000364_00589_d_0000798.jpg,722.0,379.0,81.0,37.0,1.0,7
0000280_01801_d_0000621,D:\Projects\enemy_detection_project\data\images\0000280_01801_d_0000621.jpg,677.0,147.0,4.0,10.0,1.0,1
0000330_00001_d_0000800,D:\Projects\enemy_detection_project\data\images\0000330_00001_d_0000800.jpg,707.0,723.0,63.0,42.0,1.0,4
0000291_02601_d_0000881,D:\Projects\enemy_detection_project\data\images\0000291_02601_d_0000881.jpg,581.0,116.0,63.0,26.0,1.0,4
0000356_04901_d_0000654,D:\Projects\enemy_detection_project\data\images\0000356_04901_d_0000654.jpg,989.0,156.0,13.0,21.0,1.0,3
0000291_04201_d_0000889,D:\Projects\enemy_detection_project\data\images\0000291_04201_d_0000889.jpg,1199.0,75.0,73.0,25.0,1.0,4
0000296_01001_d_0000040,D:\Projects\enemy_detection_project\data\images\0000296_01001_d_0000040.jpg,556.0,151.0,14.0,10.0,1.0,4
0000358_03333_d_0000697,D:\Projects\enemy_detection_project\data\images\0000358_03333_d_0000697.jpg,1037.0,304.0,9.0,25.0,1.0,2
0000330_04601_d_0000823,D:\Projects\enemy_detection_project\data\images\0000330_04601_d_0000823.jpg,881.0,1.0,7.0,15.0,1.0,1
0000154_01601_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_01601_d_0000001.jpg,411.0,267.0,6.0,8.0,1.0,10
0000069_00713_d_0000003,D:\Projects\enemy_detection_project\data\images\0000069_00713_d_0000003.jpg,329.0,12.0,16.0,21.0,1.0,2
0000277_00001_d_0000539,D:\Projects\enemy_detection_project\data\images\0000277_00001_d_0000539.jpg,1145.0,601.0,44.0,36.0,1.0,4
0000271_06001_d_0000402,D:\Projects\enemy_detection_project\data\images\0000271_06001_d_0000402.jpg,216.0,448.0,16.0,39.0,1.0,1
0000271_06401_d_0000404,D:\Projects\enemy_detection_project\data\images\0000271_06401_d_0000404.jpg,298.0,264.0,31.0,25.0,1.0,10
0000289_05401_d_0000838,D:\Projects\enemy_detection_project\data\images\0000289_05401_d_0000838.jpg,501.0,103.0,11.0,26.0,1.0,1
0000327_00201_d_0000712,D:\Projects\enemy_detection_project\data\images\0000327_00201_d_0000712.jpg,498.0,311.0,49.0,66.0,1.0,5
0000330_01601_d_0000808,D:\Projects\enemy_detection_project\data\images\0000330_01601_d_0000808.jpg,349.0,161.0,26.0,22.0,1.0,4
0000295_01800_d_0000030,D:\Projects\enemy_detection_project\data\images\0000295_01800_d_0000030.jpg,512.0,279.0,42.0,21.0,0.0,0
0000342_00393_d_0000244,D:\Projects\enemy_detection_project\data\images\0000342_00393_d_0000244.jpg,889.0,200.0,23.0,16.0,0.0,0
0000327_00801_d_0000715,D:\Projects\enemy_detection_project\data\images\0000327_00801_d_0000715.jpg,443.0,83.0,25.0,22.0,1.0,4
0000316_00001_d_0000519,D:\Projects\enemy_detection_project\data\images\0000316_00001_d_0000519.jpg,782.0,348.0,29.0,31.0,1.0,8
0000360_02745_d_0000727,D:\Projects\enemy_detection_project\data\images\0000360_02745_d_0000727.jpg,272.0,507.0,25.0,47.0,1.0,2
0000295_01600_d_0000029,D:\Projects\enemy_detection_project\data\images\0000295_01600_d_0000029.jpg,1292.0,676.0,25.0,38.0,1.0,2
0000333_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000333_00001_d_0000001.jpg,575.0,532.0,30.0,60.0,1.0,4
0000194_00000_d_0000119,D:\Projects\enemy_detection_project\data\images\0000194_00000_d_0000119.jpg,467.0,148.0,7.0,10.0,1.0,2
0000277_00401_d_0000541,D:\Projects\enemy_detection_project\data\images\0000277_00401_d_0000541.jpg,1319.0,92.0,22.0,16.0,1.0,6
0000055_00000_d_0000109,D:\Projects\enemy_detection_project\data\images\0000055_00000_d_0000109.jpg,198.0,159.0,20.0,50.0,1.0,1
0000069_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000069_00001_d_0000001.jpg,1120.0,62.0,20.0,43.0,1.0,2
0000277_02201_d_0000550,D:\Projects\enemy_detection_project\data\images\0000277_02201_d_0000550.jpg,460.0,165.0,60.0,50.0,1.0,4
0000269_00001_d_0000348,D:\Projects\enemy_detection_project\data\images\0000269_00001_d_0000348.jpg,564.0,263.0,16.0,15.0,1.0,4
0000154_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00801_d_0000001.jpg,528.0,241.0,4.0,12.0,1.0,1
0000276_02801_d_0000521,D:\Projects\enemy_detection_project\data\images\0000276_02801_d_0000521.jpg,699.0,195.0,6.0,19.0,1.0,1
0000327_04001_d_0000731,D:\Projects\enemy_detection_project\data\images\0000327_04001_d_0000731.jpg,302.0,290.0,9.0,21.0,1.0,1
0000213_05340_d_0000246,D:\Projects\enemy_detection_project\data\images\0000213_05340_d_0000246.jpg,1173.0,18.0,11.0,23.0,1.0,1
0000289_05201_d_0000837,D:\Projects\enemy_detection_project\data\images\0000289_05201_d_0000837.jpg,616.0,3.0,44.0,31.0,1.0,5
0000213_04998_d_0000245,D:\Projects\enemy_detection_project\data\images\0000213_04998_d_0000245.jpg,688.0,217.0,41.0,43.0,1.0,4
0000277_05001_d_0000562,D:\Projects\enemy_detection_project\data\images\0000277_05001_d_0000562.jpg,1297.0,384.0,36.0,43.0,1.0,10
0000295_02000_d_0000031,D:\Projects\enemy_detection_project\data\images\0000295_02000_d_0000031.jpg,1346.0,601.0,14.0,43.0,1.0,1
0000295_00600_d_0000024,D:\Projects\enemy_detection_project\data\images\0000295_00600_d_0000024.jpg,623.0,455.0,34.0,56.0,1.0,9
0000356_01177_d_0000635,D:\Projects\enemy_detection_project\data\images\0000356_01177_d_0000635.jpg,598.0,311.0,19.0,29.0,1.0,10
0000287_00401_d_0000761,D:\Projects\enemy_detection_project\data\images\0000287_00401_d_0000761.jpg,660.0,78.0,22.0,17.0,0.0,0
0000289_05401_d_0000838,D:\Projects\enemy_detection_project\data\images\0000289_05401_d_0000838.jpg,381.0,163.0,24.0,20.0,1.0,10
0000155_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000155_00801_d_0000001.jpg,454.0,208.0,27.0,28.0,1.0,4
0000359_01177_d_0000705,D:\Projects\enemy_detection_project\data\images\0000359_01177_d_0000705.jpg,444.0,331.0,80.0,75.0,1.0,4
0000295_02000_d_0000031,D:\Projects\enemy_detection_project\data\images\0000295_02000_d_0000031.jpg,815.0,373.0,11.0,16.0,1.0,3
0000289_06001_d_0000841,D:\Projects\enemy_detection_project\data\images\0000289_06001_d_0000841.jpg,743.0,185.0,38.0,33.0,1.0,4
0000312_00201_d_0000415,D:\Projects\enemy_detection_project\data\images\0000312_00201_d_0000415.jpg,489.0,107.0,12.0,25.0,1.0,1
0000313_06601_d_0000469,D:\Projects\enemy_detection_project\data\images\0000313_06601_d_0000469.jpg,262.0,368.0,2.0,3.0,1.0,1
0000327_00201_d_0000712,D:\Projects\enemy_detection_project\data\images\0000327_00201_d_0000712.jpg,858.0,467.0,120.0,60.0,1.0,4
0000256_00715_d_0000019,D:\Projects\enemy_detection_project\data\images\0000256_00715_d_0000019.jpg,281.0,381.0,7.0,17.0,1.0,2
0000280_02401_d_0000624,D:\Projects\enemy_detection_project\data\images\0000280_02401_d_0000624.jpg,635.0,142.0,2.0,8.0,1.0,1
0000291_05001_d_0000892,D:\Projects\enemy_detection_project\data\images\0000291_05001_d_0000892.jpg,261.0,234.0,20.0,27.0,1.0,10
0000312_04201_d_0000435,D:\Projects\enemy_detection_project\data\images\0000312_04201_d_0000435.jpg,24.0,271.0,24.0,28.0,1.0,2
0000026_02500_d_0000029,D:\Projects\enemy_detection_project\data\images\0000026_02500_d_0000029.jpg,532.0,79.0,23.0,46.0,1.0,1
0000280_01401_d_0000619,D:\Projects\enemy_detection_project\data\images\0000280_01401_d_0000619.jpg,1101.0,296.0,113.0,56.0,1.0,4
0000308_04401_d_0000327,D:\Projects\enemy_detection_project\data\images\0000308_04401_d_0000327.jpg,1070.0,310.0,13.0,41.0,1.0,1
0000316_01401_d_0000526,D:\Projects\enemy_detection_project\data\images\0000316_01401_d_0000526.jpg,373.0,110.0,13.0,28.0,1.0,1
0000295_00800_d_0000025,D:\Projects\enemy_detection_project\data\images\0000295_00800_d_0000025.jpg,593.0,306.0,5.0,12.0,1.0,1
0000280_01801_d_0000621,D:\Projects\enemy_detection_project\data\images\0000280_01801_d_0000621.jpg,768.0,200.0,17.0,13.0,1.0,4
0000360_00981_d_0000718,D:\Projects\enemy_detection_project\data\images\0000360_00981_d_0000718.jpg,255.0,576.0,52.0,44.0,1.0,10
0000330_01201_d_0000806,D:\Projects\enemy_detection_project\data\images\0000330_01201_d_0000806.jpg,543.0,129.0,7.0,16.0,1.0,2
0000360_07057_d_0000749,D:\Projects\enemy_detection_project\data\images\0000360_07057_d_0000749.jpg,800.0,328.0,131.0,156.0,1.0,4
0000289_03801_d_0000830,D:\Projects\enemy_detection_project\data\images\0000289_03801_d_0000830.jpg,918.0,138.0,72.0,37.0,1.0,5
0000287_04601_d_0000780,D:\Projects\enemy_detection_project\data\images\0000287_04601_d_0000780.jpg,780.0,90.0,9.0,14.0,1.0,2
0000280_02001_d_0000622,D:\Projects\enemy_detection_project\data\images\0000280_02001_d_0000622.jpg,425.0,366.0,57.0,53.0,1.0,4
0000242_00627_d_0000003,D:\Projects\enemy_detection_project\data\images\0000242_00627_d_0000003.jpg,543.0,125.0,13.0,9.0,1.0,4
0000215_02319_d_0000261,D:\Projects\enemy_detection_project\data\images\0000215_02319_d_0000261.jpg,137.0,69.0,6.0,19.0,1.0,1
0000289_04601_d_0000834,D:\Projects\enemy_detection_project\data\images\0000289_04601_d_0000834.jpg,554.0,67.0,30.0,23.0,1.0,10
0000163_00359_d_0000001,D:\Projects\enemy_detection_project\data\images\0000163_00359_d_0000001.jpg,401.0,130.0,4.0,9.0,1.0,1
0000356_02157_d_0000640,D:\Projects\enemy_detection_project\data\images\0000356_02157_d_0000640.jpg,861.0,95.0,108.0,58.0,0.0,0
0000289_03001_d_0000826,D:\Projects\enemy_detection_project\data\images\0000289_03001_d_0000826.jpg,445.0,9.0,54.0,24.0,1.0,4
0000153_01601_d_0000001,D:\Projects\enemy_detection_project\data\images\0000153_01601_d_0000001.jpg,650.0,409.0,17.0,25.0,1.0,2
0000289_01001_d_0000816,D:\Projects\enemy_detection_project\data\images\0000289_01001_d_0000816.jpg,756.0,304.0,13.0,38.0,1.0,1
0000276_03601_d_0000525,D:\Projects\enemy_detection_project\data\images\0000276_03601_d_0000525.jpg,534.0,327.0,8.0,21.0,1.0,1
0000360_02941_d_0000728,D:\Projects\enemy_detection_project\data\images\0000360_02941_d_0000728.jpg,1252.0,72.0,72.0,30.0,1.0,4
0000153_01801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000153_01801_d_0000001.jpg,341.0,342.0,10.0,25.0,1.0,2
0000327_01401_d_0000718,D:\Projects\enemy_detection_project\data\images\0000327_01401_d_0000718.jpg,765.0,260.0,16.0,27.0,1.0,2
0000327_04201_d_0000732,D:\Projects\enemy_detection_project\data\images\0000327_04201_d_0000732.jpg,42.0,275.0,28.0,20.0,1.0,10
0000289_06601_d_0000844,D:\Projects\enemy_detection_project\data\images\0000289_06601_d_0000844.jpg,957.0,273.0,102.0,58.0,1.0,4
0000295_00800_d_0000025,D:\Projects\enemy_detection_project\data\images\0000295_00800_d_0000025.jpg,968.0,478.0,12.0,26.0,1.0,2
0000295_01800_d_0000030,D:\Projects\enemy_detection_project\data\images\0000295_01800_d_0000030.jpg,615.0,166.0,76.0,34.0,0.0,0
0000215_03226_d_0000264,D:\Projects\enemy_detection_project\data\images\0000215_03226_d_0000264.jpg,440.0,487.0,67.0,106.0,1.0,4
0000289_05801_d_0000840,D:\Projects\enemy_detection_project\data\images\0000289_05801_d_0000840.jpg,714.0,217.0,14.0,25.0,1.0,10
0000276_02601_d_0000520,D:\Projects\enemy_detection_project\data\images\0000276_02601_d_0000520.jpg,418.0,240.0,43.0,54.0,1.0,6
0000301_00201_d_0000157,D:\Projects\enemy_detection_project\data\images\0000301_00201_d_0000157.jpg,684.0,155.0,7.0,28.0,1.0,1
0000277_00401_d_0000541,D:\Projects\enemy_detection_project\data\images\0000277_00401_d_0000541.jpg,1022.0,128.0,27.0,19.0,1.0,5
0000335_01961_d_0000053,D:\Projects\enemy_detection_project\data\images\0000335_01961_d_0000053.jpg,740.0,412.0,15.0,19.0,1.0,2
0000086_01084_d_0000003,D:\Projects\enemy_detection_project\data\images\0000086_01084_d_0000003.jpg,1.0,24.0,27.0,27.0,0.0,0
0000115_00796_d_0000081,D:\Projects\enemy_detection_project\data\images\0000115_00796_d_0000081.jpg,466.0,205.0,6.0,14.0,1.0,1
0000001_08414_d_0000013,D:\Projects\enemy_detection_project\data\images\0000001_08414_d_0000013.jpg,886.0,431.0,41.0,23.0,1.0,10
0000271_04401_d_0000394,D:\Projects\enemy_detection_project\data\images\0000271_04401_d_0000394.jpg,651.0,78.0,7.0,15.0,1.0,2
0000333_01961_d_0000011,D:\Projects\enemy_detection_project\data\images\0000333_01961_d_0000011.jpg,761.0,39.0,21.0,45.0,1.0,4
0000287_00601_d_0000762,D:\Projects\enemy_detection_project\data\images\0000287_00601_d_0000762.jpg,792.0,243.0,70.0,32.0,1.0,4
0000001_05999_d_0000011,D:\Projects\enemy_detection_project\data\images\0000001_05999_d_0000011.jpg,858.0,76.0,8.0,25.0,1.0,1
0000291_05001_d_0000892,D:\Projects\enemy_detection_project\data\images\0000291_05001_d_0000892.jpg,1092.0,252.0,18.0,38.0,1.0,1
0000291_00401_d_0000870,D:\Projects\enemy_detection_project\data\images\0000291_00401_d_0000870.jpg,609.0,164.0,12.0,10.0,1.0,4
0000194_00800_d_0000123,D:\Projects\enemy_detection_project\data\images\0000194_00800_d_0000123.jpg,515.0,457.0,14.0,34.0,1.0,10
0000271_00601_d_0000377,D:\Projects\enemy_detection_project\data\images\0000271_00601_d_0000377.jpg,648.0,77.0,23.0,25.0,1.0,4
0000193_02212_d_0000115,D:\Projects\enemy_detection_project\data\images\0000193_02212_d_0000115.jpg,550.0,328.0,10.0,28.0,1.0,1
0000295_00200_d_0000022,D:\Projects\enemy_detection_project\data\images\0000295_00200_d_0000022.jpg,581.0,232.0,8.0,14.0,1.0,1
0000256_02173_d_0000030,D:\Projects\enemy_detection_project\data\images\0000256_02173_d_0000030.jpg,680.0,140.0,40.0,17.0,1.0,7
0000086_00592_d_0000002,D:\Projects\enemy_detection_project\data\images\0000086_00592_d_0000002.jpg,456.0,239.0,22.0,57.0,1.0,1
0000213_05745_d_0000247,D:\Projects\enemy_detection_project\data\images\0000213_05745_d_0000247.jpg,892.0,223.0,15.0,22.0,1.0,2
0000277_00001_d_0000539,D:\Projects\enemy_detection_project\data\images\0000277_00001_d_0000539.jpg,1034.0,454.0,15.0,8.0,1.0,4
0000244_01000_d_0000003,D:\Projects\enemy_detection_project\data\images\0000244_01000_d_0000003.jpg,251.0,173.0,11.0,15.0,1.0,8
0000356_01961_d_0000639,D:\Projects\enemy_detection_project\data\images\0000356_01961_d_0000639.jpg,864.0,182.0,11.0,25.0,1.0,1
0000154_00801_d_0000001,D:\Projects\enemy_detection_project\data\images\0000154_00801_d_0000001.jpg,264.0,361.0,54.0,50.0,1.0,4
0000213_03478_d_0000242,D:\Projects\enemy_detection_project\data\images\0000213_03478_d_0000242.jpg,657.0,193.0,9.0,24.0,1.0,2
0000333_00001_d_0000001,D:\Projects\enemy_detection_project\data\images\0000333_00001_d_0000001.jpg,1282.0,221.0,14.0,12.0,1.0,1
0000312_00201_d_0000415,D:\Projects\enemy_detection_project\data\images\0000312_00201_d_0000415.jpg,809.0,396.0,115.0,54.0,1.0,4
0000291_04401_d_0000890,D:\Projects\enemy_detection_project\data\images\0000291_04401_d_0000890.jpg,746.0,0.0,25.0,21.0,1.0,4
0000215_00909_d_0000258,D:\Projects\enemy_detection_project\data\images\0000215_00909_d_0000258.jpg,390.0,502.0,102.0,105.0,1.0,4
0000215_01395_d_0000259,D:\Projects\enemy_detection_project\data\images\0000215_01395_d_0000259.jpg,529.0,335.0,88.0,55.0,1.0,4
0000277_01401_d_0000546,D:\Projects\enemy_detection_project\data\images\0000277_01401_d_0000546.jpg,664.0,450.0,72.0,64.0,1.0,3
0000335_00197_d_0000044,D:\Projects\enemy_detection_project\data\images\0000335_00197_d_0000044.jpg,442.0,2.0,11.0,12.0,1.0,10
0000315_01601_d_0000509,D:\Projects\enemy_detection_project\data\images\0000315_01601_d_0000509.jpg,918.0,293.0,6.0,18.0,1.0,1
0000333_02353_d_0000013,D:\Projects\enemy_detection_project\data\images\0000333_02353_d_0000013.jpg,621.0,214.0,9.0,17.0,1.0,10
0000291_03601_d_0000886,D:\Projects\enemy_detection_project\data\images\0000291_03601_d_0000886.jpg,336.0,232.0,24.0,49.0,1.0,1
0000364_01765_d_0000782,D:\Projects\enemy_detection_project\data\images\0000364_01765_d_0000782.jpg,423.0,280.0,12.0,20.0,1.0,2
0000277_00001_d_0000539,D:\Projects\enemy_detection_project\data\images\0000277_00001_d_0000539.jpg,1264.0,521.0,74.0,26.0,1.0,4
0000356_04705_d_0000653,D:\Projects\enemy_detection_project\data\images\0000356_04705_d_0000653.jpg,499.0,202.0,39.0,38.0,1.0,4
0000335_02549_d_0000056,D:\Projects\enemy_detection_project\data\images\0000335_02549_d_0000056.jpg,668.0,76.0,11.0,11.0,1.0,4
0000327_02601_d_0000724,D:\Projects\enemy_detection_project\data\images\0000327_02601_d_0000724.jpg,581.0,262.0,64.0,48.0,1.0,4
0000335_03137_d_0000059,D:\Projects\enemy_detection_project\data\images\0000335_03137_d_0000059.jpg,629.0,149.0,19.0,19.0,1.0,4
0000330_01601_d_0000808,D:\Projects\enemy_detection_project\data\images\0000330_01601_d_0000808.jpg,503.0,30.0,5.0,5.0,1.0,4
0000271_06601_d_0000405,D:\Projects\enemy_detection_project\data\images\0000271_06601_d_0000405.jpg,1295.0,636.0,33.0,48.0,1.0,1
0000291_01801_d_0000877,D:\Projects\enemy_detection_project\data\images\0000291_01801_d_0000877.jpg,709.0,240.0,79.0,53.0,1.0,4
0000291_02001_d_0000878,D:\Projects\enemy_detection_project\data\images\0000291_02001_d_0000878.jpg,987.0,722.0,44.0,41.0,1.0,2
0000346_03921_d_0000366,D:\Projects\enemy_detection_project\data\images\0000346_03921_d_0000366.jpg,307.0,58.0,8.0,12.0,1.0,2
0000271_05401_d_0000399,D:\Projects\enemy_detection_project\data\images\0000271_05401_d_0000399.jpg,743.0,19.0,16.0,14.0,1.0,4
0000327_01801_d_0000720,D:\Projects\enemy_detection_project\data\images\0000327_01801_d_0000720.jpg,402.0,558.0,20.0,52.0,1.0,1
0000312_01201_d_0000420,D:\Projects\enemy_detection_project\data\images\0000312_01201_d_0000420.jpg,1194.0,24.0,11.0,18.0,1.0,10
0000300_03201_d_0000154,D:\Projects\enemy_detection_project\data\images\0000300_03201_d_0000154.jpg,652.0,59.0,15.0,21.0,0.0,0
